0: 1151,751,558,597,408,496,540
912: 1196,1097,489,240,950,544
913: 526,702,7,572,968
914: 20,299,549,748,467,234,1104
915: 1,383,605,441,1168,1174,64
916: 1024,118,1110,158,938
917: 330,118,593,727,1085,284
918: 768,743,545,618,1010,896,347
919: 676,784,600,395,672,523
920: 359,862,1119,1184,1074
921: 39,93,190
922: 81,301,308
923: 986,955,654,739,1016,1148
924: 845,897,405,943,1026,175
925: 983,292,553,34,571,1013
926: 473,863,205,905,653,948
927: 264,980,284,30,451,158
928: 1004,424,795,114,23,530
929: 455,710,800
930: 967,817,766,1126,1005,907
931: 88,661,1105,1067,987,1171
932: 280,582,646,1158,170,676
933: 638,1092,639,1196,1115
934: 288,1054,882,250,42,242
935: 552,977,687,366,128,880,1208
936: 550,225,1132,1110,1049,527
937: 138,477,726,536,659,744
938: 451,696,158,1110,916,550,87
939: 67,814,1069,49,666,270,1180
940: 609,908,102,374,278,529
941: 631,82,1007,1166,996,616
942: 954,1021,334,5,1017,844
943: 1030,346,1016,175,924,405
944: 374,574,268,83,1154,47,556
945: 510,644,965,818,462,795
946: 541,958,531,43
947: 195,199,799,1045,592,957
948: 121,653,1089,926,905,651
949: 150,76,480,362,1195,271,125
950: 724,544,240,626,353,912
951: 608,492,290,988,837,419
952: 258,1133,1115,638,1072,298,350
953: 334,769,5,998,256,209
954: 131,1021,198,942,334
955: 470,986,923,401,848,1148
956: 871,805,637,241,647
957: 592,760,947,799,46,763
958: 946,902,531,291
959: 827,848,230,1076,70,1163
960: 898,169,1194,171
961: 1055,186,254,637,1125,1140
962: 127,693,210,1102,272,1169
963: 493,695,1188,611,793,1050
964: 1080,1192,404,997,150,76
965: 1187,996,462,424,795,945
966: 52,129,1083,806,467,1104,243
967: 930,817,1126,845,903,796
968: 712,315,526,913,4
969: 524,612,63,669,543,625
970: 715,442,74,384,187,145
971: 1107,73,525,740,24,1078
972: 100,875,232,114,889,750
973: 407,171,139,518,561,92,245
974: 221,627,214,443,692,1112,223,180
975: 433,819,485,636,313,521
976: 596,491,855,995,200,1107,56
977: 552,687,868,935,880,253,1208
978: 251,302,802,368,567,1122
979: 412,94,62,282,506,859
980: 264,316,927,782,1135,30
981: 559,529,11,464,181,31
982: 494,61,1036,906,137,861
983: 292,343,925,1122,553
984: 1206,669,246,528,738
985: 250,825,737,393,779,888
986: 470,955,923,654,1046,434
987: 1142,890,660,1067,931,1105
988: 290,6,162,951,538,419
989: 860,613,697,734,820,155
990: 323,778,209,357,769
991: 297,1035,1153,1198,579
992: 310,331,1090,532,356,501
993: 345,1060,1185,147,300,311,1034
994: 852,445,881
995: 855,976,1107,525,110,1043
996: 1187,965,1007,941,462,616
997: 601,1193,1195,1192,964,76
998: 334,769,953,1000,156,1023
999: 137,1068,335,382
1000: 357,558,1023,540,769,998
1001: 275,366,208,1128,128,522
1002: 507,1012,1052,510,454,333,99
1003: 581,1127,1114,9
1004: 928,795,644,206,23,754
1005: 51,1113,200,930,766,1126
1006: 843,564,249,476,758,339
1007: 631,709,941,1029,1187,996
1008: 614,804,1102,693,1120,92
1009: 537,437,748,299
1010: 433,618,313,509,45,918,743
1011: 824,538,162,106,182,394,80
1012: 507,1002,618,294,1052,534,347
1013: 789,210,1102,34,292,925
1014: 573,877,176,775,515,89
1015: 324,1071,551,870,14,580,703
1016: 739,346,923,1030,943,1148
1017: 650,5,942,844
1018: 116,634,1101,60,392,777
1019: 442,145,400,318,220,379,277
1020: 1198,883,1108,630,1035,900
1021: 131,954,942,844,1183,683,735
1022: 528,893
1023: 156,1189,540,1000,641,998
1024: 330,118,916,194,786,99,1110
1025: 1146,1179,682,680,196
1026: 1030,1106,1177,924,897,865
1027: 164,733,1145,380,648,281,391
1028: 336,698,849,1139,591,595,689
1029: 619,29,1152,1007,709,1187
1030: 943,1148,1026,1163,1016,1177
1031: 901,1103,423,202,466,675
1032: 1174,1043,1139,1,487,681
1033: 275,366,414,765,880,239,1208
1034: 577,993,147,610,311
1035: 1153,413,1020,1198,1108,991
1036: 860,613,402,906,982,61
1037: 811,1186,1038,37,381
1038: 811,1037,230,1076,266
1039: 852,546,276,869
1040: 427,1042,894,321,499,252
1041: 74,384,48,633,109,742
1042: 141,1040,894,500,1134,321
1043: 1174,1032,596,855,995,110,1139
1044: 297,686,816,579,634,204
1045: 799,847,53,59,195,947
1046: 470,986,17,164,434,1096
1047: 460,810,798,388,466,632,517
1048: 1087,731,533
1049: 149,823,527,867,1132,936
1050: 793,385,265,293,963,1188,166
1051: 592,760,808,441,465,488
1052: 819,294,818,510,1012,1002
1053: 305,758,339,133,714,385
1054: 705,288,934,882,479,325
1055: 186,961,652,1140,43
1056: 870,115,14,1093,390,71
1057: 501,832,238,49,310,457,1069
1058: 1121,483,378,1159,65,495
1059: 1082,444,630,315,900
1060: 993,345,1209,694,300,1167
1061: 273,471,438,307,1155,1111
1062: 175,515,89,405,51,1126
1063: 461,755,557,1136,721,274,426
1064: 556,417,448,1154,1144,1199
1065: 275,723,146,208,840,414
1066: 647,1125,386,822,584,247,823
1067: 182,660,987,1161,1171,931
1068: 137,861,999,1164,37
1069: 67,814,939,457,49,832,1057
1070: 658,887,410,625,524,108,479
1071: 446,551,41,580,764,1015
1072: 1081,876,638,1180,952,350
1073: 66,1175,280,646
1074: 1170,1095,920,1119,193,327
1075: 1191,426,2,461,1133
1076: 119,70,266,1038,959,230
1077: 298,774,853,514,691,101
1078: 130,522,740,971,525,698
1079: 798,202,388,519,223,180,449
1080: 404,964,150,322,505,1143
1081: 1072,876,201,1180,814,161
1082: 337,1059,1207,576,444
1083: 129,966,806,1084,734,1150
1084: 107,153,537,806,437,1083,1150
1085: 284,181,30,31,727,917
1086: 829,788,656,1162,536,659
1087: 731,1048,781,328,554
1088: 1114,447,803,163,690
1089: 121,948,455,710,651
1090: 992,310,532,705,288,542
1091: 741,473,905
1092: 638,933,1180,639,834,666
1093: 287,390,443,1056,1112,71
1094: 251,302,375,1116,858,836
1095: 1170,440,1074,1119,340,260
1096: 191,434,101,17,1046
1097: 639,912,1196,1099,1141
1098: 242,238,49,825,40,360,270
1099: 489,659,788,1141,1097
1100: 247,149,1125,254,68,314,830
1101: 204,1190,1018,113,777
1102: 1013,210,1008,804,962
1103: 10,901,13,1031,423,321,252
1104: 1136,234,429,914,467,52,966
1105: 88,931,987,890,41,482,764
1106: 341,761,1177,1026,878,865,513
1107: 971,73,525,56,976,995,110
1108: 1020,417,1144,630,1035
1109: 22,272,88,661,789,1137
1110: 786,1132,1024,916,936,550,938
1111: 26,165,1061,471,1155,598
1112: 71,223,180,1093,443,974
1113: 51,1005,200,235,303,56
1114: 1088,803,9,1003,1127
1115: 1133,952,104,638,933
1116: 837,858,1123,1094,1157
1117: 1173,523,846,614,1129,1120
1118: 365,153,1138,151,319
1119: 920,1164,1184,340,1095,1074
1120: 1129,518,92,614,1008,1117
1121: 1058,483,226,65,1160,33,828
1122: 983,343,978,553,802,142,368
1123: 824,538,419,1116,837,1157
1124: 1128,740,24,352,568,643,717
1125: 1066,647,637,247,1100,961,254
1126: 930,967,1062,845,405,51,1005
1127: 1003,581,746,649,1114
1128: 1124,740,208,717,1001,522
1129: 420,518,1120,1117,1173,228
1130: 562,241,750,23,386,530
1131: 1203,25,476,236,872,143,28
1132: 786,909,1110,867,1049,936
1133: 258,1115,952,2,104,1075
1134: 423,449,321,500,432,519,1042
1135: 264,316,980,431,495,575
1136: 429,1104,721,52,1063,274
1137: 141,894,88,482,502,22,1109
1138: 107,153,365,1118
1139: 110,849,1028,1043,1032,689,681
1140: 271,125,805,637,1055,961
1141: 355,685,788,1099,639,1097
1142: 987,890,398,403,331,532,660
1143: 505,472,1080,322,338
1144: 444,1199,630,417,1064,1108
1145: 164,1027,173,391,470,401
1146: 503,1025,196,185
1147: 268,595,552,591,910,574,791
1148: 1030,1163,955,923,848,1016
1149: 455,1165,78
1150: 734,820,151,153,1084,1083
1151: 751,0,783,119,266,408
1152: 732,267,709,619,1029
1153: 1035,413,79,297,188,991
1154: 372,448,83,944,556,1064
1155: 134,307,583,1061,1111,598
1156: 779,790,854,1162,97,829
1157: 802,809,1116,824,1123,302
1158: 932,582,170,629
1159: 1058,378,700,495,575,452,780
1160: 33,794,55,1121,828,866
1161: 1171,571,182,1067,80
1162: 656,801,1156,1086,829
1163: 1030,1148,848,959,70,1177
1164: 1184,1068,1119,37,340,512
1165: 8,78,121,1149
1166: 485,245,621,82,941,521,616
1167: 300,694,1060,77
1168: 808,441,772,596,1174,915,605
1169: 22,272,427,127,349,962
1170: 1095,1074,179,327,260,778
1171: 1161,34,1067,931,661,789
1172: 578,728,243,129,613,697,402
1173: 672,1117,523,1129,267,228
1174: 1043,1032,596,855,1168,1,915
1175: 1073,38,600,197,280,676
1176: 478,533,301,731
1177: 1106,761,70,1030,1026,1163
1178: 662,396,548,213,363
1179: 889,1025,211,680,484,100
1180: 638,1092,666,814,939,1072,1081
1181: 94,62
1182: 707,635,376,332,295
1183: 844,1021,683,36
1184: 286,1164,920,1119
1185: 993,345,225,87,147,701
1186: 811,1037,494,861,450,839
1187: 965,996,1007,29,1029
1188: 963,493,1050,93,166
1189: 156,1023,641,713,720,628
1190: 1101,317,396,113,776
1191: 1075,456,35,426,514
1192: 404,964,1193,997
1193: 601,787,997,1192
1194: 898,960,891,171,621,636,474,821
1195: 189,362,895,601,997,76,949
1196: 639,912,1097,104,544,933
1197: 184,379,387,277,874,18
1198: 1020,883,1035,991,57,579
1199: 1144,444,448,406,1064
1203: 25,1131,28,459,679
1204: 548,98,4,883,57
1205: 413,79,374,47,911,908
1206: 
1207: 416,468,576,1082,337
1208: 880,239,1033,366,977,935
1209: 68,314,694,345,773,1060
1210: 312,593,342,192,727,126
