0: 1151,751,408,558,597,496,540
920: 359,1074,1184,862,1119
921: 39,93,190
922: 81,301,1176
923: 986,955,654,739,1016,1148
924: 845,897,405,943,1026,175
925: 983,292,553,571,34,1013
926: 473,653,863,205,948,905
927: 264,980,284,30,451,158
928: 1004,424,795,530,114,23
929: 1149,455,710,800
930: 967,817,1005,1126,907,766
931: 88,661,1105,1067,987,1171
932: 280,582,646,1158,170,676
933: 638,1092,1115,639,1196,834
934: 288,1054,882,250,42,242
935: 977,687,366,128,880,1208
936: 550,225,527,1110,1132,1049
937: 138,477,726,536,659,744
938: 451,696,158,916,550,1110
939: 666,270,49,1092,814,1069,1180
940: 609,908,102,374,278,529
941: 631,1007,1166,82,996,616
942: 954,1021,334,5,844,1017
943: 1030,346,1016,175,924,405
944: 574,47,268,83,1154,556
945: 510,644,965,818,462,795
946: 541,958,531,43
947: 195,199,799,1045,592,957
948: 121,1089,653,926,905,651
949: 150,76,480,1195,362,271,125
950: 724,544,240,626,144,353,557
951: 608,492,290,988,837,419
952: 258,1133,638,1115,1072,350
953: 334,769,5,998,256,209
954: 131,1021,942,334,198
955: 470,986,923,401,848,1148
956: 637,857,805,241,871,647
957: 592,760,947,799,46,763
958: 946,902,531,291
959: 827,848,230,1076,70,1163
960: 898,169,171,1194
961: 1055,186,254,637,1140
962: 127,693,1102,272,1169,1008
963: 493,695,1188,611,1050,793
964: 1080,1192,1193,997,150,76
965: 1187,996,462,424,795,945
966: 52,129,1083,806,1104,467,1136
967: 930,817,845,903,1126,796
968: 712,315,900,526,913,4
969: 524,612,63,669,543,625
970: 715,442,74,384,187,145
971: 1107,73,525,740,24,1078
972: 100,875,232,114,889,750
973: 407,171,139,518,561,92,245
974: 221,627,443,692,1112,180
975: 636,313,485,521,433,819
976: 596,491,855,995,200,1107,56
977: 552,935,687,868,880,1208
978: 251,302,368,567,1122
979: 412,94,62,282,506,859
980: 264,316,927,782,1135,30
981: 559,529,11,464,181,31
982: 494,61,1036,906,137,861
983: 292,343,925,1122,553,142
984: 528,1206,669,95,246
985: 250,825,737,779,888
986: 470,955,1046,654,923,434
987: 1142,890,1067,931,1105
988: 290,6,162,538,951,419
989: 613,697,734,820,155,860
990: 323,778,209,357,769
991: 297,1044,1153,1198,579
992: 532,331,1090,356,501,310
993: 1060,1185,147,1034,300,311
994: 852,445,881
995: 855,976,1107,525,110,1043
996: 1187,965,941,462,616
997: 601,1193,964,76
998: 334,769,953,156,1023,1000
999: 286,335,382,137
1000: 1023,540,357,558,769,998
1001: 275,366,208,1128,128,522
1002: 507,1012,1052,510,454,333
1003: 893,1022,1114,9
1004: 928,795,644,206,23,754
1005: 51,1113,200,1126,930,766
1006: 843,564,249,476,758,339
1007: 631,709,941,1152,1029,1187
1008: 614,1120,804,1102,962,693
1009: 537,748,437,299
1010: 313,509,45,433,743,618
1011: 182,394,824,162,538,106,1123
1012: 507,1002,1052,294,347,534
1013: 804,210,1102,789,34,292,925
1014: 573,877,176,775,515,89
1015: 324,1071,870,14,551,580,703
1016: 739,346,923,1030,943,1148
1017: 844,5,650,942
1018: 116,634,620,1101,392
1019: 442,145,318,220,277
1020: 1198,883,1108,630,712,900
1021: 131,954,942,844,1183,683,735
1022: 1003,893,738,528
1023: 156,1189,540,1000,641,998
1024: 330,118,916,194,786
1025: 211,680,682,1146,1179
1026: 1030,1177,1106,924,897,865
1027: 164,733,1145,380,648,391
1028: 698,849,1139,336,595,689,591
1029: 619,29,1152,1007,1187
1030: 943,1148,1026,1163,1177,1016
1031: 901,1103,423,202,466,675
1032: 1174,1043,1139,1,487,681
1033: 275,366,45,414,765,239,1208
1034: 147,640,610,993,311,577
1035: 1153,413,911,417,1198,1108
1036: 613,402,906,860,982,61
1037: 37,381,1038,1068,1186,811
1038: 1037,381,811,230,1076,266
1039: 852,546,276,869
1040: 427,894,1042,321,499,252
1041: 74,384,48,633,109,742
1042: 141,1040,894,500,432,423,1134,321
1043: 1174,1032,855,995,110,1139
1044: 297,686,991,579,204,634
1045: 799,847,53,59,195,947
1046: 470,986,17,164,434,1096
1047: 460,810,798,388,466,632,517
1048: 
1049: 247,149,823,867,1132,936,527
1050: 793,385,265,293,963,1188
1051: 592,760,808,441,465,488
1052: 433,819,294,818,510,1012,1002
1053: 305,758,339,714,133,385
1054: 705,288,934,882,479,325
1055: 186,961,652,1140,43
1056: 870,115,14,1093,390,71
1057: 501,832,238,49,1069,457
1058: 378,483,65,495,1159
1059: 1082,444,630,900
1060: 993,345,1185,1209,694,300,1167
1061: 273,471,1111,438,307,1155
1062: 175,515,89,405,51,1126
1063: 461,755,557,274,721,426
1064: 556,417,448,1154,1144,1199
1065: 275,723,146,208,840,414
1066: 1125,386,822,584,247,823
1067: 182,660,1161,987,1142,1171,931
1068: 137,861,37,1037
1069: 67,814,457,49,939,1057
1070: 658,887,410,625,524,108,479
1071: 446,285,41,551,580,764,1015
1072: 1081,876,1180,638,952,350
1073: 38,66,1175,280,646
1074: 920,193,1170,1119,327
1075: 258,1133,2,461,426,1191
1076: 119,70,266,1038,959,230,761
1077: 298,774,853,514,691,101
1078: 130,522,740,971,525,698
1079: 798,202,388,519,223,180,449
1080: 1192,404,964,150,322,505,1143
1081: 1072,876,201,1180,161,814
1082: 337,1059,436,1207,576,444
1083: 129,966,806,734,1150,697
1084: 107,153,537,437,806,1150
1085: 284,181,30,31,727,917
1086: 829,788,1162,656,536,659
1087: 731,781,588,328
1088: 447,163,803,690
1089: 121,1165,948,455,710,651
1090: 992,532,542,288,42,310
1091: 741,473,752
1092: 638,933,834,666,939,1180
1093: 287,390,443,1056,1112,71
1094: 251,302,375,858
1095: 1170,1119,440,340,260
1096: 191,434,101,569,17,1046
1097: 639,912,1196,1099,1141
1098: 242,238,49,825,40,360,270
1099: 489,659,788,1141,912,1097
1100: 247,149,1125,254,314,830
1101: 1190,317,204,634,1018
1102: 804,1013,210,272,1008,962
1103: 10,901,13,252,1031,423,321
1104: 966,914,748,467,1136,234
1105: 88,931,987,890,41,482,764
1106: 341,761,878,1026,1177,865,513
1107: 971,73,56,525,976,995
1108: 1020,1198,417,1144,630,1035
1109: 22,272,88,661,210,1137
1110: 936,550,786,1132,916,938
1111: 1061,471,1155,26,165,598
1112: 71,223,180,1093,443,974
1113: 51,1005,200,235,303,56
1114: 581,1127,1003,9
1115: 638,933,1196,104,1133,952
1116: 419,1123,1157
1117: 846,725,614,523,1173,1129
1118: 365,153,1138,151
1119: 1095,1184,920,1074,340
1120: 614,1008,693,1129,92
1121: 828,376,226,1160,33,483
1122: 983,978,553,802,142,368
1123: 1116,538,1011,824,1157
1124: 1128,740,24,352,643,717
1125: 1066,647,386,247,1100,254
1126: 51,1005,1062,845,405,930,967
1127: 1114,581,746,649
1128: 1124,740,208,717,1001,522
1129: 518,92,1117,1120,1173
1130: 23,386,822,530,241
1131: 1203,25,476,236,872
1132: 786,909,867,1049,936,1110
1133: 258,952,1075,2,104,1115
1134: 423,449,321,500,432,519,1042
1135: 264,316,980,431,495,575
1136: 234,429,721,52,966,1104,274
1137: 141,894,88,482,502,22,1109
1138: 107,153,1118
1139: 110,1028,849,1043,1032,689,681
1140: 125,637,805,1055,961
1141: 355,685,788,1099,639,1097
1142: 987,890,398,331,403,660,1067
1143: 505,472,1080,322,338
1144: 444,1199,630,1064,417,1108
1145: 164,1027,173,391,470,401
1146: 1179,682,1025,196
1147: 268,595,591,552,910,791
1148: 1030,1163,955,923,848,1016
1149: 455,929,78,1165
1150: 734,153,1084,1083,806,151
1151: 751,0,408,783,119,266
1152: 732,267,709,1007,1029
1153: 1035,413,79,1198,297,188,991
1154: 372,448,83,944,1064,556
1155: 134,307,583,1061,1111,598
1156: 779,790,854,97,829,1162
1157: 809,1123,1116,824,80
1158: 932,582,170,629
1159: 700,495,575,378,1058,452,780
1160: 33,794,55,828,866,1121
1161: 182,1067,824,1171,80
1162: 1086,829,801,656,1156
1163: 1030,1148,1177,848,959,70
1164: 340,512,1184,37
1165: 121,1089,1149,455
1166: 485,245,621,82,941,521,616
1167: 300,694,1060,77
1168: 915,605,596,808,441,772,1174
1169: 22,272,427,127,349,962
1170: 1095,1074,179,327,260,778
1171: 789,34,1067,1161,931,661
1172: 578,728,243,129,613,697,402
1173: 672,523,228,1117,1129
1174: 1043,1032,596,855,1,915,1168
1175: 1073,38,600,197,280,676
1176: 478,533,301,922,731
1177: 1030,1026,1163,70,1106,761
1178: 662,396,548,98,213,363
1179: 1146,889,1025,484,100
1180: 1072,1081,939,638,1092,814
1181: 554,94,62
1182: 707,635,376,332,295
1183: 844,1021,683,36
1184: 286,920,340,1164,1119
1185: 993,345,1060,87,225,147
1186: 450,839,811,494,861,1037
1187: 965,996,1007,29,1029
1188: 963,493,1050,166,93
1189: 156,1023,641,713,720,628
1190: 1101,317,396,113,777
1191: 426,456,258,1075,514,35
1192: 1080,404,964,1193
1193: 601,997,1192,964
1194: 636,474,171,898,960,821,621
1195: 189,895,857,362,76,949
1196: 912,1097,104,544,933,1115
1197: 184,379,387,277,18,874
1198: 1020,1108,1035,1153,991
1199: 1144,444,448,406,1064
1203: 25,1131,28,459,679
1204: 548,4,98,883,712,57
1205: 908,79,374,47,911,413
1206: 
1207: 416,642,468,576,1082,337
1208: 880,239,1033,366,935,977
1209: 68,314,797,694,345,773,1060
1210: 192,727,342,126,593
